age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
42, Self-emp-not-inc,11.40692029712438, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,12.38289996996696, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, Private,10.56604665132805, 9th,5, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private,11.412154401646209, Bachelors,13, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,55,non_usa, <=50K
21, Private,12.1590072431037, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
52, Private,10.076600170244772, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
19, Private,12.5611668407437, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,12.085773321674369, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private,12.758606271195935, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
59, Private,12.346004138748167, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,625,38, United-States, <=50K
31, Private,12.229554769677376, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
74, Self-emp-not-inc,11.552155793461898, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Private,12.441603160655271, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private,12.037872904853703, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc,12.216156630817526, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private,12.044135899471904, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc,12.268328876724272, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,85, United-States, <=50K
50, State-gov,12.635879085024497, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,12.36062895736336, HS-grad,9, Divorced, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Private,12.78192167285925, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male,0,1980,45,non_usa, <=50K
52, Private,12.089510738992054, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56,non_usa, >50K
24, Private,12.55536591179968, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
56, Self-emp-inc,12.125935766756012, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
27, Private,12.131602300034855, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-inc,12.169896094211008, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
40, Self-emp-not-inc,12.559212347859653, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,60, United-States, >50K
38, Private,12.098370501510459, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,11.788122421714382, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,11.797901379076277, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
22, Private,11.949327066643976, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,11.709462172722448, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,non_usa, <=50K
30, Private,12.450112343677139, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
55, Private,12.218786481116915, Bachelors,13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,35,non_usa, <=50K
25, Private,11.720711693963397, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,1590,40, United-States, <=50K
32, Private,11.940321652566508, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
28, Private,11.23446738704598, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Self-emp-inc,12.238583397158356, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
17, Private,12.366404184432513, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private,12.093900091645608, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,12.051492706917879, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
63, Federal-gov,11.468764569184458, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, United-States, >50K
39, Private,12.189297730085105, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,5013,0,40, United-States, <=50K
51, Federal-gov,11.207350939676859, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,52, United-States, >50K
67, Self-emp-not-inc,11.849111946481624, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,12.892396600741993, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, <=50K
27, Private,11.008313827670705, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Female,0,1594,26, United-States, <=50K
54, Private,12.95171976718663, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
59, Private,12.40981316969743, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
18, Private,10.226295426963283, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
19, Private,12.141907388054387, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private,11.541357418964463, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
17, Private,12.338849378470695, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
42, Private,12.73738889516116, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
37, Private,12.079902662549483, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Local-gov,11.593906194102507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,11.990320460641378, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,2463,0,40, United-States, <=50K
23, Private,12.536781879333647, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private,11.969976824549827, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private,12.116508923167428, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private,12.823655409220128, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,2964,0,6,non_usa, <=50K
30, Private,12.238113801074968, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, <=50K
33, Private,12.78815976550697, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35,non_usa, <=50K
28, Private,12.15133130820583, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
45, Private,12.365858844518863, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,non_usa, <=50K
25, Private,11.638994080213385, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private,12.226585804652544, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
59, Private,11.965941874936615, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40,non_usa, <=50K
26, Private,11.55257877684688, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
48, Private,12.544050890408593, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,25,non_usa, <=50K
64, Federal-gov,12.06539578474478, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,12.260343004061415, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
24, Private,12.680550624925292, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov,12.084373828197942, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private,12.094185320963522, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
35, Federal-gov,12.569527553481274, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
43, Private,12.254357920359668, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
31, Private,12.721121339569036, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,12.634495528934993, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private,10.862588700708992, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Private,11.53251238272827, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, State-gov,13.088868639520419, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,11.256186349644096, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private,11.916856062986442, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc,12.702614743700408, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,14084,0,63, United-States, >50K
46, Private,12.145754539233057, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,11.666573161179576, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
37, State-gov,12.762712581435457, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
24, Private,12.70542267582114, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,non_usa, <=50K
47, Local-gov,11.445459997835696, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
35, Self-emp-not-inc,12.18456296204229, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private,11.742710909992976, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40,non_usa, <=50K
18, State-gov,12.160641084932164, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private,12.647612497775329, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
62, Private,12.257069896101077, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,38, United-States, <=50K
36, Private,11.815168510040781, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
27, Private,11.959314962356126, 9th,5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private,11.946070588851702, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,14,non_usa, <=50K
39, Self-emp-not-inc,12.711325771731687, Bachelors,13, Divorced, Craft-repair, Not-in-family, Black, Male,0,1669,60, United-States, <=50K
33, Self-emp-not-inc,12.426207675779928, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private,12.475049613187556, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40,non_usa, <=50K
22, Private,12.38677622744175, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
31, Self-emp-not-inc,12.331365191875905, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
26, Private,12.15651468668183, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
44, Private,12.174349753334226, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
73, Private,12.169097409405278, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
44, Private,12.215646667964448, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Private,11.253455009396003, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private,11.747317514055185, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
27, Private,10.68400437923298, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov,12.333779609050906, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, >50K
29, Private,11.98748743915772, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private,12.570292058258438, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,26, United-States, <=50K
50, Private,12.024298938639053, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private,12.121663334773425, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2829,0,40, United-States, <=50K
41, Self-emp-not-inc,12.448304843827072, Masters,14, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40,non_usa, <=50K
45, Private,12.594886555369184, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
65, Private,12.157764365236055, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,810,36, United-States, <=50K
42, State-gov,12.263940529858628, Some-college,10, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc,12.596833507481403, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, United-States, >50K
32, Private,12.2286508291684, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
42, Private,12.227026570612958, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private,12.13876763451926, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
38, Private,11.80250074417462, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
